trade_id,timestamp_entry,timestamp_exit,side,setup_type,family_id,family_name,entry_reason,exit_reason,entry_price,exit_price,qty,gross_pnl,net_pnl,fees,slippage_cost,R_multiple,holding_time,holding_time_minutes,MFE,MAE,trend_regime,vol_regime,pre_rsi,pre_atr,pre_vwap_distance
FAM_0067_oos_00000,2025-01-28T19:01:00+00:00,2025-01-28T19:03:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37959.56116121216,38059.224794174865,1.0,99.6636329627072,69.2561185805524,30.407514382154808,11.402817893308054,1.7024655658180345,0:02:00,2.0,134.52569678784494,-28.54174021216022,uptrend,high_vol,76.62912344778456,58.540762857142646,0.011817830460954436
FAM_0067_oos_00001,2025-01-28T19:20:00+00:00,2025-01-28T19:33:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,38289.4535926554,38379.85940405412,1.0,90.40581139871938,59.73808620003557,30.667725198683808,11.500396949506428,1.6922241800298348,0:13:00,13.0,145.27371934460098,-49.95208565540088,uptrend,low_vol,87.49175081418994,53.42425221428597,0.0037464094460903435
FAM_0067_oos_00002,2025-01-28T21:29:00+00:00,2025-01-28T21:30:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,38319.89507919356,38397.814118781025,1.0,77.91903958746843,47.23195590827859,30.687083679189836,11.507656379696188,1.6760872642756335,0:01:00,1.0,100.38043980644579,-17.306191193558334,uptrend,low_vol,63.52579255762429,46.48865321428665,0.0027020770091616153
FAM_0067_oos_00003,2025-01-29T01:36:00+00:00,2025-01-29T01:38:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37287.3527280696,37374.662206082634,1.0,87.3094780130341,57.4446720393732,29.864805973660893,11.199302240122835,1.6913791339433208,0:02:00,2.0,94.77695993040106,-30.364300069602905,uptrend,high_vol,70.3975007227155,51.62028799999877,0.03070281236895977
FAM_0067_oos_00004,2025-01-29T01:54:00+00:00,2025-01-29T01:56:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37469.85929494885,37540.06090784887,1.0,70.20161290001852,40.197644818899434,30.003968081119087,11.251488030419658,1.6663210654274618,0:02:00,2.0,83.87655405114492,-12.286465948855039,uptrend,low_vol,65.97025124325859,42.12970378571273,0.025223430404513067
FAM_0067_oos_00005,2025-01-29T02:19:00+00:00,2025-01-29T02:21:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37497.816810947304,37594.73408582601,1.0,96.9172748787023,66.88025451999297,30.037020358709327,11.263882634515998,1.7010104794810417,0:02:00,2.0,113.7275720526959,-24.63856394730101,uptrend,high_vol,64.17940620862402,56.976294999998835,0.023927506506132522
FAM_0067_oos_00006,2025-01-29T03:16:00+00:00,2025-01-29T03:18:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37717.81084710361,37807.65080983951,1.0,89.8399627359031,59.62977807312585,30.210184662777248,11.328819248541468,1.693106611595153,0:02:00,2.0,128.58712489638856,-10.660080103611108,uptrend,high_vol,62.14643343071768,53.06220064285714,0.018033903350315753
FAM_0067_oos_00007,2025-01-29T03:32:00+00:00,2025-01-29T03:44:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37843.2139647501,37944.32162865906,1.0,101.10766390895878,70.79264967159511,30.315014237363666,11.368130339011376,1.7040591021588216,0:12:00,12.0,120.45014124989393,-25.149722750102228,uptrend,high_vol,59.54334000740647,59.333425571427924,0.014974855277961571
FAM_0067_oos_00008,2025-01-29T07:09:00+00:00,2025-01-29T07:10:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37059.184737003954,37154.19581347997,1.0,95.01107647601748,65.3257242558239,29.685352220193572,11.132007082572589,1.700252188102961,0:01:00,1.0,106.13588399604487,-7.943035003954719,uptrend,high_vol,68.80995221564699,55.88057885714287,0.03577755072574307
FAM_0067_oos_00009,2025-01-29T07:39:00+00:00,2025-01-29T07:41:00+00:00,long,range_breakout,FAM_0067,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0067,range_breakout,tp,37103.903093751454,37188.73544366283,1.0,84.83234991137579,55.11529449641007,29.717055414965714,11.143895780612143,1.6889249125976182,0:02:00,2.0,97.38942824854894,-7.07026275145472,uptrend,low_vol,65.45595274407567,50.228609499999685,0.03471514632160381
