trade_id,timestamp_entry,timestamp_exit,side,setup_type,family_id,family_name,entry_reason,exit_reason,entry_price,exit_price,qty,gross_pnl,net_pnl,fees,slippage_cost,R_multiple,holding_time,holding_time_minutes,MFE,MAE,trend_regime,vol_regime,pre_rsi,pre_atr,pre_vwap_distance
FAM_0009_oos_00000,2025-01-04T10:04:00+00:00,2025-01-04T10:19:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,time,40848.300022054405,41046.5091899365,1.0,198.20916788209433,165.45124419729797,32.75792368479637,12.284221381798638,2.8526407249189916,0:15:00,15.0,211.960196945598,-19.115236054407433,uptrend,high_vol,79.07264302986312,69.48269585714141,0.013074331789662089
FAM_0009_oos_00001,2025-01-04T10:33:00+00:00,2025-01-04T10:38:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,tp,41209.443808497854,41435.08011170907,1.0,225.6363032112131,192.57849364313032,33.05780956808277,12.396678588031037,3.503480444489179,0:05:00,5.0,272.11588750214287,-28.92202449785691,uptrend,high_vol,73.92643810154485,64.40347157142709,0.0044986309792825335
FAM_0009_oos_00002,2025-01-04T10:54:00+00:00,2025-01-04T11:09:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,time,41607.82796115845,41742.0198316889,1.0,134.1918705304488,100.85193141330986,33.33993911713894,12.502477168927102,2.002537991627281,0:15:00,15.0,216.66213584155048,-45.22830115845136,uptrend,high_vol,61.68707819821012,67.01089871428641,0.005286579204269422
FAM_0009_oos_00003,2025-01-04T11:50:00+00:00,2025-01-04T12:05:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,time,41745.913191836604,41888.26689633815,1.0,142.35370450154733,108.90003246627742,33.4536720352699,12.545127013226214,2.5327704606882535,0:15:00,15.0,191.33066916339885,-27.276376836605777,uptrend,low_vol,75.83228351350309,56.204739714285616,0.00826300232268538
FAM_0009_oos_00004,2025-01-04T12:20:00+00:00,2025-01-04T12:35:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,time,42063.587093775306,42052.90664267125,1.0,-10.680451104053645,-44.32704859863227,33.64659749457862,12.617474060466984,-0.17544289808215335,0:15:00,15.0,108.70228122469416,-76.02650677530619,uptrend,high_vol,71.1900207594152,60.87707864285819,0.015392423305490198
FAM_0009_oos_00005,2025-01-04T16:39:00+00:00,2025-01-04T16:49:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,tp,40285.95575406505,40520.13174377803,1.0,234.1759897129814,201.85355471384418,32.32243499913723,12.120913124676463,3.508912776239467,0:10:00,10.0,260.41786293494806,-13.19507606505067,uptrend,high_vol,73.44835036110484,66.73747814285682,0.02737274462516232
FAM_0009_oos_00006,2025-01-04T17:03:00+00:00,2025-01-04T17:18:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,time,40688.6122604826,40864.7372578168,1.0,176.12499733419827,143.5036575268785,32.62133980731976,12.233002427744909,2.87135741088377,0:15:00,15.0,201.1483945173968,-14.38043648259918,uptrend,high_vol,75.71870426477886,61.33858385714432,0.01635794627821902
FAM_0009_oos_00007,2025-01-04T17:38:00+00:00,2025-01-04T17:40:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,tp,40973.784115845505,41138.615982518975,1.0,164.83186667347036,131.98690663412458,32.84496003934579,12.316860014754672,3.470071815201335,0:02:00,2.0,173.3661081544924,-15.523354845507129,uptrend,low_vol,58.0384597923092,47.500995785713066,0.010430983910759497
FAM_0009_oos_00008,2025-01-04T17:54:00+00:00,2025-01-04T18:09:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,tp,41317.54312496346,41506.95751986025,1.0,189.41439489679033,156.28459463886085,33.12980025792948,12.423675096723557,3.485417284970988,0:15:00,15.0,199.17824203654163,-20.379354963457445,uptrend,low_vol,81.58710296563153,54.344825714285044,0.002443426145258886
FAM_0009_oos_00009,2025-01-04T18:32:00+00:00,2025-01-04T18:47:00+00:00,long,range_breakout,FAM_0009,breakdown_scalp_range_breakout_fixed_stop_fixed_tp_0009,range_breakout,tp,41651.531636726606,41830.581050554036,1.0,179.04941382742982,145.65656875251756,33.39284507491225,12.522316903092095,3.478095725901291,0:15:00,15.0,233.4387402733919,-55.21937672660715,uptrend,low_vol,61.611706811344234,51.47915064285761,0.006488384566648216
