family_id,family_name,hypothesis_class,train_net_pnl,validation_net_pnl,oos_net_pnl,train_profit_factor,validation_profit_factor,oos_profit_factor,train_expectancy,validation_expectancy,oos_expectancy,max_drawdown,trade_count,average_trade_pnl,average_win,average_loss,win_rate,cost_impact,slippage_impact,no_cost_result,realistic_cost_result,average_holding_time,pnl_by_side,pnl_by_setup,pnl_by_hour,pnl_by_regime
FAM_0037,vwap_reversion_range_breakout_fixed_stop_fixed_tp_0037,vwap_reversion,154.6125222577708,455.10410946114354,154.96925126744978,1.1059550279709796,3.310756006512992,1.3679560876226033,2.0893584088887946,16.25371819504084,5.960355817978837,-534.3485818387148,128,5.974108460830969,26.315058730345324,-103.86702299454655,0.84375,1149.4871323396967,-325.06543793855224,1304.4563836071466,154.96925126744978,2.5,"{'long': 324.7448198345425, 'short': -169.7755685670927}",{'range_breakout': 154.96925126744978},"{'10': 110.77092100602533, '11': 22.135100750243616, '12': 82.05488643331279, '16': 48.722563282435836, '17': 63.71843661106413, '18': 53.61596634097444, '19': -88.94090520193028, '22': -98.70212500384662, '23': 74.3065924916709, '00': -53.097601219667226, '01': -77.279689921857, '02': 17.665105699023847}","{'uptrend|high_vol': 213.74857722045704, 'uptrend|low_vol': -58.77932595300724}"
FAM_0038,vwap_reversion_range_breakout_fixed_stop_fixed_tp_0038,vwap_reversion,-74.43938582925301,-17.492528498990268,-23.37162412551259,0.8201359167070418,0.8529932234886431,0.7842311318828195,-3.917862412065948,-3.4985056997980535,-5.842906031378147,-369.80803674211984,28,-4.117983516205568,23.903194911512603,-106.86230441783886,0.7857142857142857,159.80213537550588,-50.46766082899666,136.4305112499933,-23.37162412551259,2.75,{'short': -23.37162412551259},{'range_breakout': -23.37162412551259},"{'12': 29.82998690599642, '19': -88.94090520193028, '01': 35.73929417042127}",{'uptrend|high_vol': -23.37162412551259}
FAM_0039,vwap_reversion_range_breakout_fixed_stop_fixed_tp_0039,vwap_reversion,337.5064295895,187.37571528833996,-41.61698992140431,1.4149342104243712,1.8119405662121577,0.9002084769840544,3.04059846477027,4.2585389838259085,-1.0951839453001135,-227.96891727453925,193,2.503964533453035,11.371211104551401,-66.41872472372062,0.8860103626943006,1503.341112601415,-474.70559806505366,1461.7241226800106,-41.61698992140431,1.236842105263158,"{'long': 5.289690340094168, 'short': -46.90668026149847}",{'range_breakout': -41.61698992140431},"{'10': -17.138685575406733, '11': 25.958974091740693, '12': 34.3665023218891, '16': 25.099361130895304, '17': 30.296793677137927, '18': -44.138216097933515, '19': -66.94839560856327, '22': -77.10185556370453, '23': 42.18191955717921, '00': -31.776884756797926, '01': 33.64790022381452, '02': 3.935596678344922}","{'uptrend|high_vol': 71.7282996316066, 'uptrend|low_vol': -113.3452895530109}"
FAM_0040,vwap_reversion_range_breakout_fixed_stop_fixed_tp_0040,vwap_reversion,1780.8871460512835,-421.99671741289274,563.9509961642857,4.189449877304946,0.0,4.49295455574611,104.75806741478138,-140.66557247096424,112.79019923285713,-401.14065064455394,25,76.91365699210705,180.27412510422073,-142.72733774613448,0.68,200.33220565000147,-63.25504856053888,764.2832018142872,563.9509961642857,22.0,"{'long': 375.68267247131996, 'short': 188.26832369296577}",{'range_breakout': 563.9509961642857},"{'12': 342.84192794375144, '00': 382.562928316296, '01': -161.45386009576166}","{'uptrend|low_vol': 315.87191089597184, 'uptrend|high_vol': 248.0790852683139}"
FAM_0041,vwap_reversion_range_breakout_fixed_stop_fixed_tp_0041,vwap_reversion,532.7071412107823,-6.969870391219885,-165.60424016957066,1.809215711484202,0.9737929757900151,0.6606052482471209,15.667857094434774,-0.6969870391219886,-12.738787705351589,-287.0837573555001,57,6.318123344736696,42.19827986709328,-94.14631491786172,0.7368421052631579,946.8738156338552,-161.26314248635808,781.2695754642846,-165.60424016957066,4.076923076923077,"{'short': 18.714214087090802, 'long': -184.31845425666145}",{'range_breakout': -165.60424016957066},"{'09': -22.335147336519924, '13': -9.87937887865025, '14': 54.83749358975332, '15': 36.10280563482513, '16': -95.41115800945221, '20': -60.668827683397126, '01': -99.91158259678721, '02': 31.661555110657623}","{'downtrend|high_vol': -166.95940475982826, 'downtrend|low_vol': 1.3551645902576368}"
FAM_0042,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0042,overextension_snapback,1054.055076906536,116.55783185693903,428.2958972972051,2.3747800884934254,1.2327606786065994,2.604122419079681,52.7027538453268,12.95087020632656,53.53698716215064,-383.7582975869608,37,43.21375151515352,125.33506036688647,-127.8723085926235,0.6756756756756757,317.309201502801,-100.18405886591317,745.6050988000061,428.2958972972051,11.0,{'long': 428.2958972972051},{'range_breakout': 428.2958972972051},"{'10': 284.4934369694503, '12': -21.049478224246585, '17': 94.00700816365253, '18': 104.49589659351969, '23': 100.9285738291998, '01': -134.57954003437058}","{'uptrend|high_vol': 17.496422151262323, 'uptrend|low_vol': 410.79947514594284}"
FAM_0043,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0043,overextension_snapback,1258.3198504884258,1053.3233067096726,487.8857831077437,1.6457380924014895,4.780737000210265,1.6552953104572665,13.107498442587769,27.719034387096645,13.186102246155235,-287.2212880856167,171,16.371514270794393,41.5202394504059,-92.86826072814316,0.8128654970760234,1825.086201949391,-461.68635206270545,2312.9719850571346,487.8857831077437,2.5945945945945947,{'long': 487.8857831077437},{'range_breakout': 487.8857831077437},"{'10': 155.34079949082812, '11': -9.12965468156115, '12': -66.34238334550315, '16': 5.584391109561352, '17': 188.01521618457264, '18': 162.1425737942113, '19': 41.90161806312381, '22': -87.90199028377558, '23': 163.753004804254, '00': 74.06824920464248, '01': -51.59953908023317, '02': -87.9465021523771}","{'uptrend|high_vol': 580.2387428204835, 'uptrend|low_vol': -92.35295971273979}"
FAM_0044,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0044,overextension_snapback,3317.545026836848,593.7090791064762,1041.4685448109258,2.525569663002267,1.550087078524838,2.340737237873711,34.201495122029364,16.04619132720206,30.63142778855664,-367.9147783968351,168,29.480491968775294,66.54398381920424,-122.1428837829796,0.8035714285714286,1483.1520445033357,-424.48936445175525,2524.6205893142615,1041.4685448109258,5.764705882352941,"{'long': 1069.0331563922443, 'short': -27.564611581318843}",{'range_breakout': 1041.4685448109258},"{'10': 464.8980865138673, '11': -57.09475944224033, '12': -33.25896997317301, '16': 188.3681729718216, '17': 133.6042412494636, '18': 267.5340807835081, '19': -94.91966882267195, '22': -136.50259652410617, '23': 220.26408614120663, '00': 57.626430484233666, '01': 166.42116711453366, '02': -135.4717256855177}","{'uptrend|high_vol': 1050.0034482901963, 'uptrend|low_vol': -8.534903479270795}"
FAM_0045,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0045,overextension_snapback,871.4873707593097,286.26419215402393,443.0237540487262,1.9396655885625207,1.9088259989772296,3.1361787750605425,11.938183161086434,9.871179039793928,16.40828718698986,-328.96778623115733,129,12.409110984202014,26.52689260974656,-103.55838093991393,0.8914728682170543,1124.570010894148,-336.6294895899746,1567.5937649428743,443.0237540487262,1.8888888888888888,{'long': 443.0237540487262},{'range_breakout': 443.0237540487262},"{'10': 132.19058457770964, '11': -86.5535409836657, '12': 52.22489952731637, '16': 59.50922524296186, '17': 87.79949535675328, '18': 71.95914496574822, '19': 26.774321192725395, '22': -98.70212500384662, '23': 70.50859520636303, '00': 76.26308791833503, '01': 33.384960349301856, '02': 17.665105699023847}","{'uptrend|high_vol': 479.57243385777826, 'uptrend|low_vol': -36.54867980905201}"
FAM_0046,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0046,overextension_snapback,2342.472771566343,248.6473697637525,519.4309826191701,3.4992845703042508,1.307949180092771,1.9380743838311822,41.82987092082755,9.9458947905501,23.610499209962278,-245.3206448267777,103,30.1995254752356,69.34562555815914,-91.93630678348595,0.7572815533980582,1191.2659718522673,-274.63366374693027,1710.6969544714375,519.4309826191701,4.181818181818182,{'long': 519.4309826191701},{'range_breakout': 519.4309826191701},"{'10': 241.04259644748555, '11': 61.4567820860554, '12': 57.36098694554856, '16': 81.79215695240907, '17': 236.23061270190004, '18': -24.733214813968388, '19': -94.2440537705128, '22': -87.90199028377558, '23': 197.03883768192844, '00': 40.32141078211593, '01': -100.986639957639, '02': -87.9465021523771}","{'uptrend|high_vol': 485.8083964122992, 'uptrend|low_vol': 33.62258620687096}"
FAM_0047,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0047,overextension_snapback,34.17351342303521,43.95282836072724,98.72854384743678,34.17351342303521,43.95282836072724,98.72854384743678,34.17351342303521,43.95282836072724,49.36427192371839,0.0,4,44.21372140779981,44.21372140779981,0.0,1.0,80.23303550970613,-25.341286373222346,178.9615793571429,98.72854384743678,3.0,{'short': 98.72854384743678},{'range_breakout': 98.72854384743678},"{'12': 45.67382058469408, '01': 53.05472326274271}",{'uptrend|high_vol': 98.72854384743678}
FAM_0048,overextension_snapback_range_breakout_fixed_stop_fixed_tp_0048,overextension_snapback,228.15199012130253,-52.021112194270515,-184.31845425666145,2.1517552630749024,0.4851979954488705,0.0,28.518998765162817,-26.010556097135257,-92.15922712833073,-102.03960578788411,12,-0.6822980274691185,67.89604027148438,-96.69197164600402,0.5833333333333334,227.4432587423744,-24.260066610585238,43.12480448571296,-184.31845425666145,3.5,{'long': -184.31845425666145},{'range_breakout': -184.31845425666145},"{'09': -88.90729624720925, '16': -95.41115800945221}",{'downtrend|high_vol': -184.31845425666145}
FAM_0049,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0049,compression_expansion_breakout,-168.04523766783012,87.64793239304083,-108.37067085553124,0.6606175906378289,87.64793239304083,0.24686220817148943,-12.92655674367924,43.823966196520416,-36.123556951843746,-353.06071322744356,18,-10.487109785017807,37.52286312986816,-106.50705561478975,0.6666666666666666,185.09640845553648,-37.713079040066404,76.72573760000523,-108.37067085553124,10.666666666666666,{'short': -108.37067085553124},{'range_breakout': -108.37067085553124},"{'12': -16.867438387566736, '19': -91.50323246796451}",{'uptrend|high_vol': -108.37067085553124}
FAM_0050,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0050,compression_expansion_breakout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{}
FAM_0051,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0051,compression_expansion_breakout,-141.51326465170283,30.402806629965998,-73.01000820443136,0.3006461399116812,48.417205571865885,0.14632608435308467,-5.896386027154285,4.3432580899951425,-18.25250205110784,-159.27370069367078,35,-5.260584749319092,5.4944086964386845,-18.03213946615645,0.5428571428571428,159.82942445443172,-50.4751036094963,86.81941625000036,-73.01000820443136,1.5,{'short': -73.01000820443136},{'range_breakout': -73.01000820443136},"{'12': 4.479853020081613, '19': -85.52446884722283, '01': 8.034607622709878}",{'uptrend|high_vol': -73.01000820443136}
FAM_0052,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0052,compression_expansion_breakout,835.066833898846,562.9840798063876,463.6373681712651,1.5370502959811034,2.7873509253404007,2.1167397896548965,8.186929744106333,14.074601995159691,12.530739680304462,-348.89443013562857,179,10.400493194840774,26.412450841118954,-103.86665909905349,0.8770949720670391,1719.3963608430347,-461.379652436477,2183.0337290142998,463.6373681712651,2.675675675675676,{'long': 463.6373681712651},{'range_breakout': 463.6373681712651},"{'10': 201.4331630273603, '11': -53.603521433332894, '12': 46.526156184334496, '16': 76.10315287297055, '17': 108.46901709966082, '18': 1.933533653383627, '19': 26.774321192725395, '22': -98.70212500384662, '23': 100.36133828018056, '00': 2.1769753603888518, '01': 34.50025123841613, '02': 17.665105699023847}","{'uptrend|high_vol': 558.5673062709135, 'uptrend|low_vol': -94.92993809964847}"
FAM_0053,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0053,compression_expansion_breakout,93.12122410927255,16.108394678171564,119.61629203958768,1.131867946785643,1.0845978356055963,2.247997326558035,4.656061205463628,3.221678935634313,29.90407300989692,-385.13148798001663,29,7.891238304380406,67.84856699483328,-90.22075409817882,0.6206896551724138,159.72352668183845,-50.446221217416536,279.3398187214261,119.61629203958768,8.0,{'short': 119.61629203958768},{'range_breakout': 119.61629203958768},"{'12': 74.19272120634551, '19': -38.7989247956777, '01': 84.22249562891986}",{'uptrend|high_vol': 119.61629203958768}
FAM_0054,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0054,compression_expansion_breakout,17.597008985160755,25.466932992108994,58.937428522222596,17.597008985160755,25.466932992108994,58.937428522222596,17.597008985160755,25.466932992108994,29.468714261111298,0.0,4,25.500342624873085,25.500342624873085,0.0,1.0,80.25491097778229,-25.347252654008813,139.1923395000049,58.937428522222596,1.5,{'short': 58.937428522222596},{'range_breakout': 58.937428522222596},"{'12': 26.661220170259796, '01': 32.2762083519628}",{'uptrend|high_vol': 58.937428522222596}
FAM_0055,compression_expansion_breakout_range_breakout_fixed_stop_fixed_tp_0055,compression_expansion_breakout,87.05148649931135,55.39427467964499,-71.37263190688145,1.6841209344523014,55.39427467964499,0.4389965386682258,10.881435812413919,27.697137339822493,-23.79087730229382,-127.24575746100162,13,5.467163790159606,29.594731324352413,-127.23445764790083,0.8461538461538461,115.1182866268723,-36.35167647365432,43.74565471999085,-71.37263190688145,4.0,{'long': -71.37263190688145},{'range_breakout': -71.37263190688145},"{'09': 23.721942638935396, '16': -95.09457454581684}",{'downtrend|high_vol': -71.37263190688145}
FAM_0056,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0056,session_open_impulse,97.71887027799087,-3.220044741185518,138.1805410701236,1.0674104452078057,0.9935697173912613,1.3456201735384161,3.257295675933029,-0.3220044741185518,12.561867370011237,-647.0411477455486,51,4.562340521704489,83.31795990026629,-117.50886951506632,0.6078431372549019,521.8049062798855,-137.85451093436083,659.985447350009,138.1805410701236,11.181818181818182,"{'long': 195.37002088713822, 'short': -57.189479817014586}",{'range_breakout': 138.1805410701236},"{'10': 193.74020196547087, '12': 16.763737298256544, '17': 60.77459700198678, '18': 68.48030845439473, '19': -132.8076020693289, '23': 65.80883845371417, '01': -134.57954003437058}","{'uptrend|high_vol': -130.44629266973166, 'uptrend|low_vol': 268.6268337398553}"
FAM_0057,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0057,session_open_impulse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{}
FAM_0058,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0058,session_open_impulse,-462.7644557875769,-36.252184832463584,-64.39113946439775,0.271108232112444,0.695337536021622,0.405535396068505,-20.12019372989465,-5.178883547494798,-16.09778486609944,-558.8476137801404,34,-16.570817061307004,11.951565938342386,-95.79965872699977,0.7352941176470589,159.82468616582938,-50.473811296110654,95.43354670143162,-64.39113946439775,2.75,{'short': -64.39113946439775},{'range_breakout': -64.39113946439775},"{'12': 15.887413268739273, '19': -100.78026930232649, '01': 20.501716569189462}",{'uptrend|high_vol': -64.39113946439775}
FAM_0059,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0059,session_open_impulse,-2.599788425976101,106.15752120512393,-38.34949195218382,0.9930445334865191,106.15752120512393,0.6980944139067824,-0.13683096978821582,26.539380301280982,-9.587372988045955,-312.7897154937836,27,2.4151200306282967,24.609100391039572,-125.20026704173654,0.8518518518518519,316.862064992187,-50.46990661085792,278.5125730400032,-38.34949195218382,4.75,{'short': -38.34949195218382},{'range_breakout': -38.34949195218382},"{'12': 31.097493600292523, '19': -106.57151405028827, '01': 37.12452849781193}",{'uptrend|high_vol': -38.34949195218382}
FAM_0060,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0060,session_open_impulse,-225.83570679431125,-24.687220592172903,-99.11333614735693,0.02175020119187672,0.07230977595690138,0.0,-10.754081275919583,-4.114536765362151,-24.778334036839233,-217.18619052950987,31,-11.278589146252937,3.4727274059232656,-12.295921322265091,0.06451612903225806,238.36962266735853,-50.4790175431143,139.2562865200016,-99.11333614735693,1.5,{'short': -99.11333614735693},{'range_breakout': -99.11333614735693},"{'12': -4.392693839991118, '19': -93.05860963838472, '01': -1.6620326689811051}",{'uptrend|high_vol': -99.11333614735693}
FAM_0061,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0061,session_open_impulse,34.17351342303521,43.95282836072724,98.72854384743678,34.17351342303521,43.95282836072724,98.72854384743678,34.17351342303521,43.95282836072724,49.36427192371839,0.0,4,44.21372140779981,44.21372140779981,0.0,1.0,80.23303550970613,-25.341286373222346,178.9615793571429,98.72854384743678,3.0,{'short': 98.72854384743678},{'range_breakout': 98.72854384743678},"{'12': 45.67382058469408, '01': 53.05472326274271}",{'uptrend|high_vol': 98.72854384743678}
FAM_0062,session_open_impulse_range_breakout_fixed_stop_fixed_tp_0062,session_open_impulse,906.5722407117566,217.838085974492,197.48966918241567,4.587159234147318,3.0180188790427698,1.744124713857992,33.57674965599099,24.204231774943555,16.457472431867973,-155.67472408149382,48,27.53958324726383,45.30167876122123,-125.21443817276977,0.8958333333333334,471.8674677175899,-149.0283959632715,669.3571369000056,197.48966918241567,5.25,{'short': 197.48966918241567},{'range_breakout': 197.48966918241567},"{'09': 71.91020119193021, '13': 149.7546549966101, '14': 58.31545423576014, '15': 38.85656242997842, '16': -132.38966061171521, '20': 109.72389190924503, '01': -133.00895537902363, '02': 34.32752040963063}","{'downtrend|high_vol': 221.09537175073336, 'downtrend|low_vol': -23.605702568317703}"
FAM_0063,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0063,trend_reentry_scalp,-76.73298561325828,21.58162605900553,-64.63792817591388,0.5203713409194284,21.58162605900553,0.22473544069387855,-5.902537354866022,10.790813029502765,-21.54597605863796,-158.94171876269067,18,-6.654960429453701,8.826441695344794,-60.83986786624843,0.7777777777777778,119.39846492591391,-37.70652175157986,54.76053675000003,-64.63792817591388,2.0,{'short': -64.63792817591388},{'range_breakout': -64.63792817591388},"{'12': 13.352399880147061, '19': -77.99032805606095}",{'uptrend|high_vol': -64.63792817591388}
FAM_0064,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0064,trend_reentry_scalp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{}
FAM_0065,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0065,trend_reentry_scalp,25.033582785241137,12.982670394158962,-81.75223780587373,1.886415767285297,12.982670394158962,0.15649287436415643,1.2516791392620568,3.2456675985397405,-20.438059451468433,-96.91943947035199,28,-1.5619994509454862,4.071240516095775,-15.645099368548642,0.7142857142857143,159.83423056158324,-50.47641441961247,78.0819927557095,-81.75223780587373,2.5,{'short': -81.75223780587373},{'range_breakout': -81.75223780587373},"{'12': 5.7473597143777155, '19': -96.91943947035197, '01': 9.41984195010054}",{'uptrend|high_vol': -81.75223780587373}
FAM_0066,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0066,trend_reentry_scalp,1960.279754030134,1008.2204928836676,1072.3404762809935,1.8973205982477646,2.6613768201272476,2.889199041319399,19.031842272137222,24.590743728869942,28.21948621792088,-302.8826058460866,182,22.202421556015356,46.54030181130591,-146.04640281751492,0.8736263736263736,1492.1065288504267,-474.3815074224338,2564.44700513142,1072.3404762809935,4.7105263157894735,"{'long': 1075.967771550218, 'short': -3.627295269224639}",{'range_breakout': 1072.3404762809935},"{'10': 331.2382965531218, '11': 156.04920475971102, '12': 99.03450064438188, '16': 127.62011405601135, '17': 209.62972092334124, '18': 183.50979699061148, '19': -114.29317371423005, '22': -136.50259652410617, '23': 180.2552444095046, '00': 54.31476077370249, '01': 116.95633309446148, '02': -135.4717256855177}","{'uptrend|high_vol': 1155.4127662761014, 'uptrend|low_vol': -83.07228999510784}"
FAM_0067,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0067,trend_reentry_scalp,-355.62873980172213,-50.408282487145954,-64.39113946439775,0.3261442577236783,0.5763700417388509,0.405535396068505,-16.164942718260097,-8.401380414524326,-16.09778486609944,-451.7118977942857,32,-14.700880054789558,11.859710450161552,-94.38265156964289,0.75,159.82468616582938,-50.473811296110654,95.43354670143162,-64.39113946439775,2.75,{'short': -64.39113946439775},{'range_breakout': -64.39113946439775},"{'12': 15.887413268739273, '19': -100.78026930232649, '01': 20.501716569189462}",{'uptrend|high_vol': -64.39113946439775}
FAM_0068,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0068,trend_reentry_scalp,2200.552608926667,-324.7228263518613,358.5700947350633,18.247155650297806,0.0,2.175143925545392,146.7035072617778,-108.24094211728709,59.76168245584389,-175.53497764595772,24,93.09999488791122,166.21337066340888,-126.24013243858177,0.75,241.10912332207954,-76.12461761684334,599.6792180571429,358.5700947350633,10.5,{'long': 358.5700947350633},{'range_breakout': 358.5700947350633},"{'12': 154.57360425078565, '00': 365.4503505800393, '01': -161.45386009576166}","{'uptrend|low_vol': 332.4148340335813, 'uptrend|high_vol': 26.155260701482035}"
FAM_0069,trend_reentry_scalp_range_breakout_fixed_stop_fixed_tp_0069,trend_reentry_scalp,686.5646341949906,-11.269698777288212,227.5218409580871,2.2894022577949804,0.9623951956362005,2.0281777315854193,20.193077476323253,-1.0245180706625647,17.501680073699006,-219.6782667195186,58,15.565806489237751,40.75538288567208,-105.34416021364707,0.8275862068965517,670.7075899161987,-161.26212986147408,898.2294308742858,227.5218409580871,4.923076923076923,"{'short': 300.78444646803274, 'long': -73.26260550994573}",{'range_breakout': 227.5218409580871},"{'09': 98.24266997158605, '13': 134.38516079179362, '14': 52.75071720213904, '15': 34.4505515577317, '16': -108.13595793958845, '20': 98.91725515283454, '01': -113.15053170968179, '02': 30.061975931272364}","{'downtrend|high_vol': 244.28752885492796, 'downtrend|low_vol': -16.765687896840895}"
FAM_0070,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0070,liquidity_sweep_reclaim,668.8034141194446,-207.35609482172717,188.03196982490667,2.701336024076975,0.5859193279851123,2.3971809517025005,31.847781624735457,-23.03956609130302,26.861709974986667,-383.7582975869609,37,17.55349430061146,57.85952470028753,-128.5558658982143,0.7837837837837838,277.18585523509057,-87.52031969147578,465.21782505999727,188.03196982490667,3.7142857142857144,{'long': 188.03196982490667},{'range_breakout': 188.03196982490667},"{'10': 139.28826096308762, '12': 50.88014579186561, '17': 40.8351503049844, '18': 46.870955570912486, '23': 44.736997228427136, '01': -134.57954003437058}","{'uptrend|high_vol': 4.708720928717042, 'uptrend|low_vol': 183.32324889618963}"
FAM_0071,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0071,liquidity_sweep_reclaim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{}
FAM_0072,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0072,liquidity_sweep_reclaim,565.9801324976274,422.4127413747253,483.7679176976808,1.3150828409178108,1.973360221468364,2.152933122910689,5.39028697616788,10.560318534368133,13.074808586423805,-269.9685608399297,182,8.088795558077106,26.254917033276946,-105.99444730617783,0.8626373626373627,1465.023344380891,-462.30704774759346,1948.791262078572,483.7679176976808,2.135135135135135,"{'long': 507.1395418231934, 'short': -23.37162412551259}",{'range_breakout': 483.7679176976808},"{'10': 167.8041078502501, '11': 58.53146058348839, '12': 82.05488643331279, '16': 56.6259973982853, '17': 87.79949535675328, '18': -8.094862232405475, '19': -62.16658400920488, '22': -98.70212500384662, '23': 104.15933556548843, '00': 8.96684553681257, '01': 69.12425451972312, '02': 17.665105699023847}","{'uptrend|high_vol': 517.9888906418671, 'uptrend|low_vol': -34.22097294418622}"
FAM_0073,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0073,liquidity_sweep_reclaim,790.4161346155295,348.0242377112257,355.50011989161646,1.7451654658483473,2.0823143196235447,2.0654433966446057,8.982001529721925,9.667339936422936,10.77273090580656,-188.22404450963552,157,9.51554453642275,23.602101307926418,-81.71168026950588,0.8662420382165605,1368.4165818833767,-411.869044364231,1723.9167017749933,355.50011989161646,1.4848484848484849,{'long': 355.50011989161646},{'range_breakout': 355.50011989161646},"{'10': 50.476905101135294, '11': 52.26752087353243, '12': 46.22282316470341, '16': 50.56318273147729, '17': 76.74128349528517, '18': -20.62115169553561, '19': 23.74886181863699, '22': -77.10185556370453, '23': 88.61223443761878, '00': 19.539829684098827, '01': 30.025670341627965, '02': 15.024815502740282}","{'uptrend|high_vol': 368.9384303456138, 'uptrend|low_vol': -13.438310453997445}"
FAM_0074,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0074,liquidity_sweep_reclaim,813.8532432502973,450.1118542663823,491.23100718377447,1.6101898824878147,2.217993168943301,2.351046003029751,9.57474403823879,12.503107062955063,14.885788096478015,-257.2278305617167,154,11.397377303249701,27.8986255961001,-121.58327070383885,0.8896103896103896,1304.3006190162089,-411.83699968350675,1795.5316261999833,491.23100718377447,2.4242424242424243,{'long': 491.23100718377447},{'range_breakout': 491.23100718377447},"{'10': 174.40837102330994, '11': 61.03703646746785, '12': 54.6257300723572, '16': 59.05112326500704, '17': 92.22278010133908, '18': -22.271171557394354, '19': 27.984504942354945, '22': -114.90232708395682, '23': 108.92682910457572, '00': -3.3017672811932712, '01': 34.728676352368495, '02': 18.72122177753873}","{'uptrend|high_vol': 549.3645585871868, 'uptrend|low_vol': -58.133551403412284}"
FAM_0075,liquidity_sweep_reclaim_range_breakout_fixed_stop_fixed_tp_0075,liquidity_sweep_reclaim,59.03827007983961,71.68167141365096,158.41521683526537,59.03827007983961,71.68167141365096,158.41521683526537,59.03827007983961,71.68167141365096,79.20760841763268,0.0,4,72.28378958218899,72.28378958218899,0.0,1.0,80.20022230759184,-25.332336952042642,238.6154391428572,158.41521683526537,11.0,{'short': 158.41521683526537},{'range_breakout': 158.41521683526537},"{'12': 74.19272120634551, '01': 84.22249562891986}",{'uptrend|high_vol': 158.41521683526537}
FAM_0076,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0076,volatility_regime_adaptive,496.2771142086653,-73.02288275069483,225.2268232461589,2.421347872273503,0.7840838454530734,4.053818740454506,23.632243533745967,-8.113653638966092,28.15335290576986,-338.2001819360127,38,17.065290913266562,45.47075020765834,-108.73031453332557,0.8157894736842105,323.50783473669287,-100.15358631578547,548.7346579828518,225.2268232461589,4.0,{'long': 225.2268232461589},{'range_breakout': 225.2268232461589},"{'10': 108.17286610459016, '12': -35.83405504665515, '17': 29.441180763839164, '18': 34.52275392321457, '23': 32.6959450996917, '01': 56.228132401478454}","{'uptrend|high_vol': 90.64847997491378, 'uptrend|low_vol': 134.5783432712451}"
FAM_0077,volatility_regime_adaptive_range_breakout_fixed_stop_fixed_tp_0077,volatility_regime_adaptive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{}
